Claim,Source,Node,Edge,Label
Oscar de la Hoya was The Ring magazine's top-rated fighter in the world twice.,response,he,Julio César Chávez,defeated
Oscar de la Hoya was The Ring magazine's top-rated fighter in the world twice.,response,he,Arturo Gatti,defeated
Oscar de la Hoya was The Ring magazine's top-rated fighter in the world twice.,response,he,Golden Boy Promotions,founded
Oscar de la Hoya was The Ring magazine's top-rated fighter in the world in 1998.,wiki,Boy,the United States,represented
Oscar de la Hoya was The Ring magazine's top-rated fighter in the world in 1998.,wiki,He,approximately $ 700 million,generated
Oscar de la Hoya was The Ring magazine's top-rated fighter in the world in 1998.,wiki,Hoya,Golden Boy Promotions,founded
Oscar de la Hoya was The Ring magazine's top-rated fighter in the world in 1998.,wiki,He,American,is
Oscar de la Hoya was named Fighter of the Year.,wiki,Boy,the United States,represented
Oscar de la Hoya was named Fighter of the Year.,wiki,He,approximately $ 700 million,generated
Oscar de la Hoya was named Fighter of the Year.,wiki,Hoya,Golden Boy Promotions,founded
Oscar de la Hoya was named Fighter of the Year.,wiki,He,American,is
Mud stars Matthew McConaughey.,response,that,Mud,features
Mud stars Matthew McConaughey.,response,that,Matthew McConaughey,features
Mud has Matthew McConaughey in its cast.,response,Mud,Matthew McConaughey,has
Mud has Matthew McConaughey in its cast.,response,that,Mud,provides
Mud has Matthew McConaughey in its cast.,response,statement,Matthew McConaughey,has
Mud has Matthew McConaughey in its cast.,response,Mud,Wikipedia,has
Mud has Matthew McConaughey in its cast.,response,Mud,Matthew McConaughey,has
Mud stars multiple American actors.,response,it,Tye Sheridan,stars
Mud stars multiple American actors.,response,who,Tye Sheridan,are
Mud stars multiple American actors.,response,who,Jacob Lofland,are
Mud stars multiple American actors.,response,who,Finn Carter,are
Mud stars multiple American actors.,response,film,Tye Sheridan,stars
Pirates of the Caribbean was added to Magic Kingdom.,response,it,one,became
Julianne Moore is the winner of a Daytime Emmy.,wiki,Moore,Julie Anne Smith,born
Julianne Moore is the winner of a Daytime Emmy.,wiki,She,The Kids Are All Right,had
Julianne Moore is the winner of a Daytime Emmy.,wiki,Kids,The Kids Are All Right,Are
Julianne Moore is the winner of a Daytime Emmy.,response,Moore,the Daytime Emmy Award for Outstanding Performer,won
Julianne Moore is the winner of a Daytime Emmy.,response,she,a Daytime Emmy Award,won
Steven Spielberg co-wrote the 1974 crime film The Sugarland Express.,wiki,It,Goldie Hawn,stars
The 1974 crime film The Sugarland Express was co-written by Steven Spielberg.,wiki,It,Goldie Hawn,stars
The 1974 crime film The Sugarland Express was American auteur Steven Spielberg's directorial debut.,wiki,It,Goldie Hawn,stars
The 1974 crime film The Sugarland Express was American auteur Steven Spielberg's directorial debut.,response,who,Steven Spielberg,made
The 1974 crime film The Sugarland Express was American auteur Steven Spielberg's directorial debut.,response,film,Goldie Hawn,starred
Steven Spielberg's directorial debut was the 1974 crime film The Sugarland Express.,wiki,It,Goldie Hawn,stars
The 1974 crime film The Sugarland Express was directed by Steven Spielberg.,wiki,It,Goldie Hawn,stars
The 1974 crime film The Sugarland Express was directed by Steven Spielberg.,response,credits,Jaws,include
The Sugarland Express was co-written by Steven Spielberg.,wiki,It,Goldie Hawn,stars
The 1974 American dramatic crime film The Sugarland Express was directed by Steven Spielberg.,wiki,It,Goldie Hawn,stars
Tilda Swinton is from Europe.,wiki,Swinton,the Volpi Cup,won
Tilda Swinton is from Europe.,wiki,Swinton,the Academy Award,won
Tilda Swinton is from Europe.,wiki,appearances,Perversions -LRB- 1996,include
Tilda Swinton is from Europe.,wiki,appearances,The War Zone,include
Tilda Swinton is from Europe.,response,I,AI,'m
Tilda Swinton is from Europe.,response,which,Scotland,is
Tilda Swinton does performance art.,wiki,Swinton,the Volpi Cup,won
Tilda Swinton does performance art.,wiki,Swinton,the Academy Award,won
Tilda Swinton does performance art.,wiki,appearances,Perversions -LRB- 1996,include
Tilda Swinton does performance art.,wiki,appearances,The War Zone,include
Tilda Swinton is an artist.,wiki,Swinton,the Volpi Cup,won
Tilda Swinton is an artist.,wiki,Swinton,the Academy Award,won
Tilda Swinton is an artist.,wiki,appearances,Perversions -LRB- 1996,include
Tilda Swinton is an artist.,wiki,appearances,The War Zone,include
Tilda Swinton is an artist.,response,she,Michael Clayton,received
Tilda Swinton is an artist.,response,She,Moonrise Kingdom,appeared
"Tilda Swinton was born on November 5, 1960.",wiki,Swinton,the Volpi Cup,won
"Tilda Swinton was born on November 5, 1960.",wiki,Swinton,the Academy Award,won
"Tilda Swinton was born on November 5, 1960.",wiki,appearances,Perversions -LRB- 1996,include
"Tilda Swinton was born on November 5, 1960.",wiki,appearances,The War Zone,include
Tilda Swinton was born in 1960.,wiki,Swinton,the Volpi Cup,won
Tilda Swinton was born in 1960.,wiki,Swinton,the Academy Award,won
Tilda Swinton was born in 1960.,wiki,appearances,Perversions -LRB- 1996,include
Tilda Swinton was born in 1960.,wiki,appearances,The War Zone,include
Tilda Swinton is a performance artist.,wiki,Swinton,the Volpi Cup,won
Tilda Swinton is a performance artist.,wiki,Swinton,the Academy Award,won
Tilda Swinton is a performance artist.,wiki,appearances,Perversions -LRB- 1996,include
Tilda Swinton is a performance artist.,wiki,appearances,The War Zone,include
Tilda Swinton is a performance artist.,response,One,"""The Maybe",is
Tilda Swinton is a performance artist.,response,she,"""The Maybe",described
Tilda Swinton is a performance artist.,response,that,The Great Fall,explored
Tilda Swinton is a performance artist.,response,that,The Great Fall,involved
Tilda Swinton is a performance artist.,response,that,Ribbonuser,involved
Tilda Swinton is a performance artist.,response,that,Swinton,involved
Tilda Swinton acts.,wiki,Swinton,the Volpi Cup,won
Tilda Swinton acts.,wiki,Swinton,the Academy Award,won
Tilda Swinton acts.,wiki,appearances,Perversions -LRB- 1996,include
Tilda Swinton acts.,wiki,appearances,The War Zone,include
Tilda Swinton is a model.,wiki,Swinton,the Volpi Cup,won
Tilda Swinton is a model.,wiki,Swinton,the Academy Award,won
Tilda Swinton is a model.,wiki,appearances,Perversions -LRB- 1996,include
Tilda Swinton is a model.,wiki,appearances,The War Zone,include
Tilda Swinton is a performance artist and model.,wiki,Swinton,the Volpi Cup,won
Tilda Swinton is a performance artist and model.,wiki,Swinton,the Academy Award,won
Tilda Swinton is a performance artist and model.,wiki,appearances,Perversions -LRB- 1996,include
Tilda Swinton is a performance artist and model.,wiki,appearances,The War Zone,include
Tilda Swinton is a performance artist and model.,response,Swinton,Michael Clayton,been
"On November 5, 1960, Tilda Swinton was born.",wiki,Swinton,the Volpi Cup,won
"On November 5, 1960, Tilda Swinton was born.",wiki,Swinton,the Academy Award,won
"On November 5, 1960, Tilda Swinton was born.",wiki,appearances,Perversions -LRB- 1996,include
"On November 5, 1960, Tilda Swinton was born.",wiki,appearances,The War Zone,include
Tilda Swinton is an actress.,wiki,Swinton,the Volpi Cup,won
Tilda Swinton is an actress.,wiki,Swinton,the Academy Award,won
Tilda Swinton is an actress.,wiki,appearances,Perversions -LRB- 1996,include
Tilda Swinton is an actress.,wiki,appearances,The War Zone,include
Cadet Kelly was an original work.,wiki,Kelly,Disney Channel Original Movie,is
Cadet Kelly was an original work.,wiki,her,Casper Meets Wendy,being
Cadet Kelly was an original work.,response,who,Gwendolyn Elizabeth Brooks,was
Cadet Kelly was an original work.,response,film,Hilary Duff,stars
Cadet Kelly was a Disney Channel Original.,wiki,Kelly,Disney Channel Original Movie,is
Cadet Kelly was a Disney Channel Original.,wiki,her,Casper Meets Wendy,being
There is a film called Cadet Kelly.,wiki,Kelly,Disney Channel Original Movie,is
There is a film called Cadet Kelly.,wiki,her,Casper Meets Wendy,being
There is a film called Cadet Kelly.,response,Kelly,Disney Channel Original Movie,is
There is a film called Cadet Kelly.,response,It,Hilary Duff,stars
Cadet Kelly was released in 2002.,wiki,Kelly,Disney Channel Original Movie,is
Cadet Kelly was released in 2002.,wiki,her,Casper Meets Wendy,being
Cadet Kelly was released in 2002.,response,Kelly,Disney Channel Original Movie,is
Cadet Kelly was released in 2002.,response,It,Hilary Duff,starred
There is a Disney Channel Original called Cadet Kelly.,wiki,Kelly,Disney Channel Original Movie,is
There is a Disney Channel Original called Cadet Kelly.,wiki,her,Casper Meets Wendy,being
There is a Disney Channel Original called Cadet Kelly.,response,Kelly,Disney Channel Original Movie,is
There is a Disney Channel Original called Cadet Kelly.,response,film,Hilary Duff,stars
There is a Disney Channel Original called Cadet Kelly.,response,which,Disney Channel Original Movie,is
There is a Disney Channel Original called Cadet Kelly.,response,that,Disney Channel Original Movie,follows
There is a Disney Channel Original called Cadet Kelly.,response,she,Disney Channel Original Movie,learns
There is a Disney Channel Original called Cadet Kelly.,response,which,Cadet Kelly,is
There is a Disney Channel Original called Cadet Kelly.,response,that,Cadet Kelly,follows
There is a Disney Channel Original called Cadet Kelly.,response,she,Cadet Kelly,learns
Cadet Kelly is the title of a work.,wiki,Kelly,Disney Channel Original Movie,is
Cadet Kelly is the title of a work.,wiki,her,Casper Meets Wendy,being
Fantastic Four (2005 film) was released on the 8th.,wiki,film,Ioan Gruffudd,stars
"Fantastic Four (2005 film) was released on July 8th, 2005.",wiki,film,Ioan Gruffudd,stars
Fantastic Four (2005 film) was released on the 7th month of the calendar year.,wiki,film,Ioan Gruffudd,stars
Fantastic Four (2005 film) was released on the 7th month of the calendar year.,response,which,"July 8, 2005",is
Fantastic Four (2005 film) was released on the 7th month of the calendar year.,response,which,the 7th day of the month,is
Fantastic Four (2005 film) was released on July 2005.,wiki,film,Ioan Gruffudd,stars
Destruction of the World Trade Center took place on September 11.,wiki,buildings,the Marriott World Trade Center,included
Destruction of the World Trade Center took place on September 11.,wiki,process,eight months,took
Destruction of the World Trade Center took place on September 11.,response,It,the beginning of the War on Terror,marked
Destruction of the World Trade Center took place on September 11.,response,which,the beginning of the War on Terror,has
The World Trade Center opened in April.,wiki,buildings,the Marriott World Trade Center,included
The World Trade Center opened in April.,wiki,process,eight months,took
"The World Trade Center was destroyed on September 11, 2001.",wiki,buildings,the Marriott World Trade Center,included
"The World Trade Center was destroyed on September 11, 2001.",wiki,process,eight months,took
